Date/Time of Report: 3/18/2025 11:41:41,,,,,,,,
Requester: STN07 - Mngr,,,,,,,,
Filter Applied: Event Time: Before 2/28/2025 11:59:59 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: VCMA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
23:40:25,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1001.95,Kg/Hr
23:40:19,U400,PP408,OFFNRM,,L 00,,TURE,
23:39:45,U800,PIC_5820,PVHIGH,ACK,,PC-820 pressure,,
23:39:42,U400,PP415,OFFNRM,ACK,,,,
23:39:34,U400,PP415,UNCMD,OK,L 00,,RUNNING,
23:39:34,U400,PP415,OFFNRM,,L 00,,TURE,
23:39:02,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,55,%
23:39:03,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,56,%
23:39:02,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,57,%
23:38:53,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
23:38:51,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.524,Nm3/hr
23:38:51,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
23:38:49,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.606,Nm3/hr
23:38:38,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-733.33,Kg/Hr
23:38:37,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1009.46,Kg/Hr
23:38:35,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-700.628,Kg/Hr
23:38:30,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1005.93,Kg/Hr
23:38:24,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,58,%
23:38:19,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,59,%
23:38:16,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.565,Nm3/hr
23:38:15,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
23:38:12,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.687,Nm3/hr
23:38:12,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
23:37:55,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-705.874,Kg/Hr
23:37:53,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1023.24,Kg/Hr
23:37:47,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-731.755,Kg/Hr
23:37:45,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1000.21,Kg/Hr
23:37:33,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-701.596,Kg/Hr
23:37:26,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1031.7,Kg/Hr
23:37:19,AREA400_HTDC,LIC_4427,PVHIGH,ACK,,MS-451 LEVEL,,
23:37:14,U900,FIC_951,CHANGE,,,PIDA.OP,0,%
23:37:13,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-708.624,Kg/Hr
23:37:13,AREA400_HTDC,LIC_4427,PVHIGH,,H 00,MS-451 LEVEL,60.0036,%
23:37:07,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1015.74,Kg/Hr
23:36:39,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-733.775,Kg/Hr
23:36:35,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1033.56,Kg/Hr
23:36:33,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-696.287,Kg/Hr
23:36:31,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1086.26,Kg/Hr
23:36:10,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,60,%
23:36:08,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,59,%
23:36:08,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,58,%
23:36:06,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,57,%
23:36:04,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,56,%
23:35:57,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-569.554,Kg/Hr
23:35:56,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1121.41,Kg/Hr
23:35:43,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,55,%
23:35:42,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,54,%
23:35:43,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-599.311,Kg/Hr
23:35:43,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,53,%
23:35:42,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,52,%
23:35:41,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,51,%
23:35:34,U100,ALARMS_LTC,PVLOW,,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-1014.87,Kg/Hr
23:35:28,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.582,Nm3/hr
23:35:27,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
23:35:21,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.642,Nm3/hr
23:35:21,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
23:35:10,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,50,%
23:35:09,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,49,%
23:35:09,U800,PIC_5820,PVHIGH,,L 00,PC-820 pressure,15.125,KPaG
